id,code,language_name,other_names,status,num_speakers,language_family,dialects,language_notes,language_notes2,countries,region,coordinates,endangered_status
3124,zpm,Mixtepec Zapotec,"Mixtepec Zapotec; Zapotec (Mixtepec); Zapoteco (Mixtepec); Southern Mountain Zapotec; Miahuatec; Miahuatlan; Zapotec; Eastern Zapoteco; Zapotec, Mixtepec; Zapoteco de San Juan Mixtepec;","Threatened (20 percent certain, based on the evidence available)","7,000",Otomanguean; Zapotecan,NA,NA,"Ethnologue list 57 Zapotec languages. INALI gives 62 ""variantes"" of Zapoteco. The exact number of distinct languages that need to be recognized is unclear. For most linguists the number is much lower, between 4 and 10.",Mexico;,"Mexico, Central America, Caribbean","16.3333333333,-96.3333333333",Threatened
10633,kql,Miyak,Kyenele; Bulang; Keñele; Kenen Birang; Kenying; Keyele; Kyenying-Barang,"Endangered (20 percent certain, based on the evidence available)",548,Yuat,NA,NA,NA,Papua New Guinea;,Pacific,"-4.67, 143.85",Endangered
4730,mvi,Miyako,Ryukyuan; Southern Ryukyuan; Saskisima; Saskishima; 宮古語; 宮古方言; ミャークフツ,"Severely Endangered (100 percent certain, based on the evidence available)","10,000-15,000",Japonic; Ryukyuan; Southern Ryukyuan,Miyako-Jima; Irabu-Jima; Tarama-Minna; Ikema-Jima;,NA,NA,Japan;,East Asia,"24.8004,125.2798",Severely Endangered
5077,soy,Miyobe,Soruba; Mi yɔbɛ; Bijobe; Biyobe; Sorouba; Solla; Uyobe; Meyobe; Kayobe; Kuyobe; Sola; Solamba; Kyobe;,"Threatened (20 percent certain, based on the evidence available)","8,700",Niger-Congo; Atlantic-Congo; North Volta-Congo; Gur,NA,NA,NA,Togo;Benin;,Africa,NA,Threatened
4687,mmm,Mkir,Maii; Mae-Morae; Mafilau;,"Endangered (20 percent certain, based on the evidence available)",180,Austronesian; Malayo-Polynesian; Oceanic; Central Vanuatu,NA,NA,NA,Vanuatu;,Pacific,"-16.743822,168.165108",Endangered
1240,mra,Mlabri,"Mlabri (Minor); Mla; Mla Bri; Mla-Bri; Mabri; Mrabri; Yumbri; Ma Ku; Yellow Leaf; Phi Thong Luang (""Spirits of yellow leaves""); มละบริ; เผ่าตองหลือง; ผีตองหลือง","Threatened (100 percent certain, based on the evidence available)",<400,Austro-Asiatic; Khmuic; Pray-Pram,Mrabri (α Mlabri); Minor Mlabri (β Mlabri); Yumbri (γ Mlabri),NA,"""Spirits of the yellow leaves"" is derogatory. The dialectal varieties are not mutually intelligible.",Thailand;Laos;,Southeast Asia,"18.5,101.0",Threatened
9229,lhs,Mlaḥsô,Mlahsö; Mlaḥso; Suryoyo; Mlahso,Dormant,0,Afro-Asiatic; Semitic; Aramaic,NA,NA,"It is thought to be recently dormant, as the last known speaker died in 1998. Closely related to the Turoyo language, which is still in use by some speakers in Turkey and in diaspora communities.",Turkey;Syria;,Europe;Near East,"38.27, 40.39",Dormant
2280,kja,Mlap,Kwansu; Kwansu-Bonggrang; Kuangsu-Bonggrang; Kwangsu-Bonggrang; Kuangsu;,"Endangered (20 percent certain, based on the evidence available)",300,Nimboran,NA,NA,NA,Indonesia;,Southeast Asia,"-2.5383,140.2061",Endangered
4679,mlo,Mlomp,Mlomp North; Gulompaay;,"Threatened (20 percent certain, based on the evidence available)","5,400",Niger-Congo; Atlantic-Congo; Central Atlantic,NA,NA,NA,Senegal;,Africa,"12.7421,-16.4904",Threatened
5194,1hn,Mo'ang,Maang; 麼昂語; 末昂話; 麼昂話,"Threatened (20 percent certain, based on the evidence available)",">5,000",Sino-Tibetan; Lolo-Burmese,Lolo,NA,NA,China;Vietnam;,Southeast Asia;East Asia,"23.8421, 103.9116; 22.7833, 105.3666",Threatened
4194,gbn,Mo'da,Gberi; Gweri; Gbara; Muda;,"Endangered (20 percent certain, based on the evidence available)",600,Central Sudanic; Bongo-Bagirmi,NA,NA,NA,South Sudan;,Africa,"6.5008,29.9377",Endangered
4658,mhn,Mócheno,NA,"Threatened (20 percent certain, based on the evidence available)","1,900",Indo-European; Germanic; West Germanic; High German,Palú; Fierozzo; Frassilongo;,NA,NA,Italy;,Europe,"46.1194,11.3258",Threatened
141,mhc,Mocho',"Motozintlec, Motozintleco; Mochó, Cotoque","Critically Endangered (60 percent certain, based on the evidence available)",<30,Mayan; Q’anjob’alan-Chujean,"Mocho'(Motozintleco), Tuzantec, Tuzanteco",NA,"Tuzantec (Tuzanteco) may be a separate language, closely related to Mocho'.",Mexico;,"Mexico, Central America, Caribbean","15.3709,-92.2484",Critically Endangered
1847,moc,Mocoví,Mocovi; Mocobí; Mbocobí; Mokoví;,"Threatened (20 percent certain, based on the evidence available)","2,780",Guaicuruan,NA,NA,NA,Argentina;,South America,"-28.0, -60.5",Threatened
2272,mvq,Moere,NA,"Severely Endangered (20 percent certain, based on the evidence available)",50,Trans-New Guinea; Madang,NA,NA,NA,Papua New Guinea;,Pacific,"-4.6038,145.437",Severely Endangered
4657,mhj,Mogholi,Moghol; Mogul; Mogol; Mongul; Mongolen;,Dormant (),0,Mongolic,Karez-I-Mulla; Kundur;,NA,NA,Afghanistan;,Near East,"35.0,62.0",Dormant
1668,moh,Mohawk,Kanien'kehaka;,"Endangered (80 percent certain, based on the evidence available)","3,850",Iroquoian; Northern Iroquoian,Ohsweken; Kahnawake; Kanehsatake; Thayendinaga; Wahta; Ahkwesahsne;,NA,NA,USA;Canada;,North America,"42.9116,-74.5587; 45.0033,-74.6497; 44.189,-77.1494; 45.4013,-73.6677",Endangered
10725,mqs,"Moi (Maluku, Indonesia)","West Makian, Makian Luar","Vulnerable (20 percent certain, based on the evidence available)","~12,000",North Halmahera,NA,Moi (West Makian) is a rather divergent North Halmaheran language of Indonesia. A sketch can be found in Voorhoeve 1982.,"Not to be confused with Taba (East Makian), an Austronesian language spoken on the eastern half of Makian Island. Distinct from Moi spoken in Papua.",Indonesia;,Southeast Asia,"0.3891447,127.3244647",Vulnerable
10774,NA,Moiso,NA,"Endangered (20 percent certain, based on the evidence available)",100,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,NA,NA,NA,Vanuatu;,Pacific,"-15.442909,166.859333;",Endangered
1667,mov,Mojave,Mohave; Amaquaqua; Jamajab;,"Critically Endangered (100 percent certain, based on the evidence available)",<100,Cochimi-Yuman; Yuman,NA,NA,"The Fort Mojave Tribe, near Needles, CA, prefer the spelling ""Mojave""; the Mohave members of the Colorado River Indian Tribes, near Parker, AZ, prefer the spelling ""Mohave"" (Golla 2011: 307).",USA;,North America,"34.0231,-114.5045",Critically Endangered
3179,ymi,Moji,Flathead Phulai; Muji; Phula; Phulawa; Pingtou Phula,"Vulnerable (40 percent certain, based on the evidence available)",>400,Sino-Tibetan; Lolo-Burmese,Luchaichong,NA,NA,China;,East Asia,"23.6,102.7333",Vulnerable
2985,mqt,Mok,Amok; Hsen-Hsum; Yā-āng Lawa; i-Mok; Angku; Āng-kú; Tai Loi,NA,NA,Austro-Asiatic; Palaungic; East Palaungic; Angkuic,NA,NA,"Mok and Man Met [mml] are closely related, but they are not the same language.",China;Myanmar;Thailand;Laos;,Southeast Asia;East Asia,"18.91, 99.58",unknown
1987,mwt,Moken,Selung; Mawken; Basing; Selong; Salong; Salon; Chau Ko'; Moklen,"Endangered (40 percent certain, based on the evidence available)",NA,Austronesian; Malayo-Polynesian; Moken-Moklen,Dung; Ja-It; L'be;,NA,NA,Myanmar;Thailand;,Southeast Asia,NA,Endangered
4643,mft,Mokerang,Mokareng; Mokoreng; Admiralitäts-inseln;,"Endangered (20 percent certain, based on the evidence available)",200,Austronesian; Malayo-Polynesian; Oceanic; Admiralty Islands,NA,NA,NA,Papua New Guinea;,Pacific,"-2.02, 147.42",Endangered
4672,mkj,Mokilese,Mokil; Mwoakilese; Mwoakiloa;,"Threatened (20 percent certain, based on the evidence available)","1,230",Austronesian; Malayo-Polynesian; Oceanic; Micronesian,NA,NA,NA,Micronesia;,Pacific,"6.66666666667,159.75",Threatened
4673,mkm,Moklen,Chau Pok,"Endangered (40 percent certain, based on the evidence available)",NA,Austronesian; Malayo-Polynesian; Moken-Moklen,NA,NA,NA,Thailand;,Southeast Asia,"9.722, 98.415",Endangered
4636,mdf,Moksha,Mokša; Mordvin; мокшанский язык; мокшень кяль; mokšəń käĺ; Mordwin; Mordva; Moksha-Mordva; Mordwinisch; Mokscha-Mordwinisch; Mordvinisch; Mokscha-Mundart; Mokshan; Mordoff; Mordov; Mordvin-Moksha; Mordvinian; Mokša-Mordvinisch; mokšen΄ kjal΄; mokšanskij jazyk; Morduini; Mordua;,"At risk (20 percent certain, based on the evidence available)","200,000",Uralic; Mordvin,NA,NA,NA,Russia;,Caucasus;Europe;East Asia,"54.0,44.0",At Risk
3134,zmo,Molo,Malkan; Tura-Ka-Molo;,"Endangered (20 percent certain, based on the evidence available)",~100,Eastern Jebel,NA,NA,NA,Sudan;,Africa,"10.898,34.2773",Endangered
10519,msz,Momare,Momale; Momole; Mumare,"Endangered (20 percent certain, based on the evidence available)",374,Trans-New Guinea; Finisterre-Huon,NA,NA,NA,Papua New Guinea;,Pacific,"-6.34, 147.79",Endangered
8739,dmb,Mombo,Kolu So; Kolu; Kolum So; Kolum-so; Kolu-so; Pignari; Mombo Dogon,"Vulnerable (20 percent certain, based on the evidence available)","19,000",Niger-Congo; Dogon; West Dogon,NA,NA,NA,Mali;,Africa,"14.376155, -3.664799",Vulnerable
4715,mso,Mombum,Komelom; Kemelom; Kemelomsch; Komolom;,"Endangered (20 percent certain, based on the evidence available)",250,Trans-New Guinea; Mombum,NA,NA,NA,Indonesia;,Southeast Asia,"-8.25,138.75",Endangered
4682,mmb,Momina,NA,"Endangered (20 percent certain, based on the evidence available)",200,Trans-New Guinea; Somahai,NA,NA,NA,Indonesia;,Southeast Asia,"-4.81, 139.82",Endangered
2717,mqf,Momuna,Somahai; Somage; Sumohai;,"Threatened (20 percent certain, based on the evidence available)","2,000",Trans-New Guinea; Somahai,NA,NA,NA,Indonesia;,Southeast Asia,"-4.83333333333,139.25",Threatened
2753,mnd,Mondé,Sanamaiká; Sanamaykã; Sanamaica; Salamãi; Salamaikã; Sanamaikã; Sanamaika; Monde; Sanamaí;,Dormant (),Ø,Tupian; Mondean,NA,NA,NA,Brazil;,South America,"-8.7602,-63.9074",Dormant
10518,mgt,Mongol-Kaimba,Mongol,"Endangered (20 percent certain, based on the evidence available)",338,Mongol-Langam-Ulwa,NA,NA,NA,Papua New Guinea;,Pacific,"-4.26, 143.92; -4.28, 143.96",Endangered
553,mru,Mono (Cameroon),Mon-Non;,"Severely Endangered (60 percent certain, based on the evidence available)",<300,Niger-Congo; Atlantic-Congo; North Volta-Congo; Adamawa,NA,NA,NA,Cameroon;,Africa,NA,Severely Endangered
4689,mnh,Mono (Democratic Republic of the Congo),Amono;,"Vulnerable (100 percent certain, based on the evidence available)",62102,Niger-Congo; Atlantic-Congo; North Volta-Congo; Gur,Galaba; Kaga; Bubanda; Bili; Mpaka;,NA,NA,Democratic Republic of the Congo;,Africa,"4.562393, 19.937169",Vulnerable
4719,mte,Mono (Solomon Islands),Alu; Mono-Alu;,"Threatened (20 percent certain, based on the evidence available)","3,340",Austronesian; Malayo-Polynesian; Oceanic; Meso Melanesian,Mono; Fauro; Alu;,NA,NA,Solomon Islands;,Pacific,"-7.05,155.75",Threatened
4692,mnr,Mono (United States),Monachi; Saidyuka; Mono (in United States); Monache;,"Critically Endangered (80 percent certain, based on the evidence available)",<40,Uto-Aztecan; Northern Uto-Aztecan; Numic,Eastern Mono (Owens Valley Paiute); Western Mono (Monachi); Northeastern Mono; Southeastern Mono;,NA,NA,USA;,North America,"37.0943,-119.4999",Critically Endangered
10577,mxk,Monumbo,Mambuwan,"Endangered (20 percent certain, based on the evidence available)",450,Torricelli; Bogia,NA,NA,NA,Papua New Guinea;,Pacific,"-4.27, 144.95",Endangered
4599,moj,Monzombo,Monjombo; Mondjembo; Munzombo; Mono-Jembo;,"Vulnerable (20 percent certain, based on the evidence available)","12,600",Niger-Congo; Atlantic-Congo; North Volta-Congo; Ubangi,NA,NA,NA,Congo;Central African Republic;,Africa,"3.0,18.4166666667",Vulnerable
4694,mop,Mopán,"Mopan; Mopan Maya; Maya, Mopán; Mopane;","Vulnerable (20 percent certain, based on the evidence available)","10,000-15,000",Mayan; Yucatecan,NA,NA,NA,Guatemala;Belize;,"Mexico, Central America, Caribbean","16.5833333333,-88.6666666667",Vulnerable
2718,moq,"Mor (Bomberai Peninsula, Indonesia)",Mor2; Mor (of Bomberai);,"Severely Endangered (40 percent certain, based on the evidence available)",60,Isolate; Pacific,NA,NA,Some consider any link to Trans-New Guinea premature.,Indonesia;,Southeast Asia,"-2.8607,132.7697",Severely Endangered
1460,mhz,"Mor (Mor Islands, Indonesia)",Austronesian Mor;,"Endangered (20 percent certain, based on the evidence available)",700,Austronesian; Malayo-Polynesian; South Halmahera-West New Guinea,NA,NA,NA,Indonesia;,Southeast Asia,"-2.95,135.75",Endangered
4711,mrp,Mores,Ko; Morouas; Moruas;,"Endangered (20 percent certain, based on the evidence available)",150,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,NA,NA,NA,Vanuatu;,Pacific,"-15.358567,166.935236",Endangered
4717,msx,Moresada,Murisapa; Murusapa-Sarewa; Murusapa;,"Endangered (20 percent certain, based on the evidence available)",200,Trans-New Guinea; Madang,NA,NA,NA,Papua New Guinea;,Pacific,"-4.5017,144.9559",Endangered
4695,mor,Moro,Dhimorong;,"Vulnerable (20 percent certain, based on the evidence available)","30,000",Niger-Congo; Heiban; West-Central Heiban,Umm Gabralla; Umm Dorein; Nderre; Werria; Nubwa; Ulba; Laiyen;,NA,NA,Sudan;,Africa,"11.0,30.1666666667",Vulnerable
4645,mgc,Morokodo,Ma'di;,"Threatened (20 percent certain, based on the evidence available)","3,400",Central Sudanic; Bongo-Bagirmi,Ma'du; Biti; Morokodo;,NA,NA,South Sudan;,Africa,"6.0313,29.7949",Threatened
4709,mrl,Mortlockese,Mortlock; Nomoi;,"Threatened (20 percent certain, based on the evidence available)","5,900",Austronesian; Malayo-Polynesian; Oceanic; Micronesian,Upper Mortlock; Mid Mortlock; Lower Mortlock;,NA,NA,Micronesia;,Pacific,"5.5811,153.5668",Threatened
2428,cas,Mosetén,Chimané; Chimane; Chiman; Tsimane'; Tsimane; Tsinun; Tsimané; Chumano; Moseten; Tsinun; Tsimané; Nawazi-Moñtji; Rache; Muchan; Tucupi; Aparono; Mosetén language area;,"Vulnerable (80 percent certain, based on the evidence available)",">4,800",Isolate; Mosetenan,Tsimane' (Chimane); Mosetén de Covenjado; Mosetén de Santa Ana,NA,"Mosetén and Tsimané and are often classified as separate languages belonging to the small linguistic family Mosetenan, although they are mutually intelligible. There are some dialects with considerable lexical and grammatical differences.",Bolivia;,South America,"-15.2629,-66.8518",Vulnerable
2273,mqv,Mosimo,NA,"Severely Endangered (20 percent certain, based on the evidence available)",50,Trans-New Guinea; Madang,NA,NA,NA,Papua New Guinea;,Pacific,"-4.9473,145.5551",Severely Endangered
7372,mtt,Mota,Banks-Inseln;,"Endangered (20 percent certain, based on the evidence available)",700,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,NA,NA,NA,Vanuatu;,Pacific,"-13.82, 167.69",Endangered
4680,mlv,Motlav,Motalava; Mwotlap; Mwotlav; Banks-Inseln;,"Vulnerable (60 percent certain, based on the evidence available)","2,100",Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,Volow;,NA,NA,Vanuatu;,Pacific,"-13.5833333333,167.583333333",Vulnerable
2832,atl,Mount Iraya Agta,"Mt. Iraya Agta; Bikol; Inagta of Mt. Iraya; Rugnot of Lake Buhi East; Lake Buhi East; Itbeg Rugnot; Agta, Mt. Iraya","Critically Endangered (100 percent certain, based on the evidence available)","a few, if any",Austronesian; Malayo-Polynesian; Greater Central Philippine; Bikol,NA,NA,NA,Philippines;,Southeast Asia,"13.46, 123.57",Critically Endangered
1853,mzp,Movima,Mobima; Móvima; Móbima; Moyma; Movime;,"Threatened (20 percent certain, based on the evidence available)","1,173",Isolate; South American,NA,NA,NA,Bolivia;,South America,"-13.8333333333,-65.6666666667",Threatened
4699,mpz,Mpi,Mpi-Mi;,"Endangered (60 percent certain, based on the evidence available)","1,200",Sino-Tibetan; Lolo-Burmese,NA,NA,NA,Thailand;,Southeast Asia,"18.2554,100.2227",Endangered
3725,1ix,Mpra,Mpre;,Dormant (),No known fluent speakers,Unclassified; Niger-Congo?,NA,"Mpra is a language of Ghana. It has lexical items with cognates in Atlantic-Congo, as well as lexical items without plausible cognates.  Its classification is thus unclear.",NA,Ghana;,Africa,NA,Dormant
10731,akc,Mpur,NA,"Threatened (20 percent certain, based on the evidence available)",7000,Isolate; Pacific,NA,NA,NA,Indonesia;,Southeast Asia,"-0.75, 133.17",Threatened
4710,mro,Mru,Murung; Mro; Mrung; Maru; Niopreng; Mro-Mru; Mroo; မရူ,"Vulnerable (60 percent certain, based on the evidence available)","50,000 (population total, all countries)",Sino-Tibetan; Mruic,NA,NA,NA,India;Myanmar;Bangladesh;,South Asia;Southeast Asia,"21.7748,92.2741",Vulnerable
6032,kqx,Mser,Kotoko-Kuseri; Kuseri; Kouseri; Kousseri; Mandage; Klesem; Mandague; Mendage;,"Severely Endangered (40 percent certain, based on the evidence available)",500,Afro-Asiatic; Chadic; Biu-Mandara,Kalo; Kabe; Houlouf; Mser; Gawi;,NA,NA,Cameroon;Chad;,Africa,NA,Severely Endangered
5185,ymd,Muda,Muta,"Threatened (20 percent certain, based on the evidence available)","2,000",Sino-Tibetan; Lolo-Burmese,NA,NA,Closely related to Akha but distinct (Bradley 2007).,China;,East Asia,"21.8421, 100.6851",Threatened
2550,dmw,Mudburra,Madbara; Moodburra; Mootburra; Mudbara; Mudbera; Mudbra;  Mulpira; Mutpura; Pinkangama; Karranga;Mudbura;,"Critically Endangered (100 percent certain, based on the evidence available)",~50,Pama-Nyungan; Ngumpin-Yapa,Karranga; Eastern Mudburra; Western Mudburra;,NA,NA,Australia;,Australia,"-17.37280975,132.0454005",Critically Endangered
4188,gau,Mudhili Gadaba,"Kondekor Gadaba; Kondekor; Gadaba, Mudhili; Gadaba; Gol Gadaba; Salur Ollar Gadaba; Kondekar; Kondkor; Salur Gadba; Salur","Threatened (40 percent certain, based on the evidence available)","8,000",Dravidian; Central Dravidian,NA,NA,NA,India;,South Asia,"18.3858,82.7819",Threatened
5651,vmd,Mudu Koraga,"Mu:du; Koraga; Koraga, Mudu","Threatened (20 percent certain, based on the evidence available)","~1,000",Dravidian; South-Central Dravidian,NA,NA,"Though sometimes treated as a dialect of Korra Koraga, Mudu Koraga is divergent enough to not be mutually intelligible with the other Koraga dialects for the most part.",India;,South Asia,"12.62, 75.11",Threatened
10567,aoj,Mufian,Mufwian; Muhian; Muhiang; Southern Arapesh,"Vulnerable (20 percent certain, based on the evidence available)","10,646",Torricelli; Arapeshan,Balif; Filifita (Ilahita); Supari,NA,NA,Papua New Guinea;,Pacific,"-3.58, 142.96",Vulnerable
2984,bmr,Muinane,Muinana; Muinani; Muename; Muinane Bora; Bora-Muinane; Feenemɨna;,"Severely Endangered (20 percent certain, based on the evidence available)",78?,Boran,NA,NA,"El término “Muinane” es ambiguo. Por una parte, es una palabra de la lengua uitoto que significa “gente de abajo”. Con esa palabra fue designado, en tiempos de la cauchería, un grupo hablante de una lengua de la familia lingüística Bora, cuya auto-designación es Feenemɨna (“Gente del centro”). En un segundo sentido, ha sido empleado por Eugene y Dorothy Minor (Diccionario Huitoto Muinane, SIL, 1971) para nombrar el dialecto Nɨpode del uitoto, del río Ampiyacu (Perú). Sin embargo, hoy en día nadie utiliza la palabra “muinane” para referirse a ese dialecto. 

En algunos textos se trató de introducir la expresión “Murui-Muinane” como una mejor auto-designación, en lugar de “Huitoto” o sus variantes, sin embargo en la actualidad son los hablantes del dialecto Bue quienes se refieren a si mismos como “Murui” y el término “Muinane” se refiere a los hablantes de la lengua Muinane-Bora. (Juan Alvaro Echeverri Restrepo, personal communication, 2014.)

[The term ""Muinane"" is ambiguous. On the one hand, it is a word of the Witoto language meaning ""people below"". By this word, in times of the rubber trade, speakers of a language of the Boran family were designated, whose self-designation is Feenemɨna (""People of the center""). In a second sense, the term was employed by Eugene and Dorothy Minor (Huitoto Dictionary Muinane, SIL, 1971) to name the Nɨpode dialect of Witoto, of the Ampiyacu River (Peru). However, nowadays nobody uses the word ""muinane"" to refer to that dialect. 

Some texts tried to introduce the term ""Murui-Muinane"" as a better self-designation, instead of ""Huitoto"" or its variants; however, currenlty it is the speakers of the Bue dialect who refer to themselves as ""Murui"", and the term “Muinane” refers to speakers of the Muinane-Bora language.]
",Colombia;,South America,"-1.0,-72.5",Severely Endangered
1431,mlm,Mulam,Mulao; Molao; Mulou; Muliao; Mulao Miao; Abo; 仫佬語,"Endangered (40 percent certain, based on the evidence available)","30,000",Tai-Kadai; Kam-Tai; Lakkia-Kam-Sui; Kam-Sui,NA,NA,Do not confuse Mulam 仫佬語 [mlm] with Mulao 木佬語 [giu].,China;,East Asia,"25.0,108.0",Endangered
10586,giu,Mulao,Ayo; 木佬語,"Critically Endangered (60 percent certain, based on the evidence available)",only a few elderly speakers,Tai-Kadai; Kra,NA,NA,Not to be confused with Mulam [mlm].,China;,East Asia,"26.519, 106.984; 26.525, 107.590",Critically Endangered
3373,vmu,Muluridyi,Binjara; Kokomoloroij; Kokomoloroitji; Kookanoona; Molloroidyi; Mooloroiji; Mularitchee; Mullridgey; Mulurutji; Waluridji; Muluridji; Molloroiji;Muluriji,"Critically Endangered (20 percent certain, based on the evidence available)",1,Pama-Nyungan; Yalandyic,NA,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",NA,Australia;,Australia,"-17.084411,145.123767",Critically Endangered
8829,boe,Mundabli-Mufu,Ji; Bu;,"Endangered (20 percent certain, based on the evidence available)",430-600,Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,Mundabli; Mufu;,NA,NA,Cameroon;,Africa,NA,Endangered
2981,myu,Mundurukú,Mundurucu; Monjoroku; Weidyenye; Paiquize; Pari; Caras-Pretas; Mundurucú;,"Threatened (20 percent certain, based on the evidence available)","8,000",Tupian; Mundurukun,NA,NA,NA,Brazil;,South America,"-7.0,-58.0",Threatened
8809,mij,Mungbam,Mijong; Missong; Abar;,"Threatened (20 percent certain, based on the evidence available)","1,850-2,150",Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,NA,NA,NA,Cameroon;,Africa,NA,Threatened
2980,myr,Munichi,Muniche; Paranapura; Otonabe; Otanave; Munichino;,Dormant (),0,Isolate; South American,NA,NA,NA,Peru;,South America,"-5.8182,-76.1846",Dormant
10574,mwb,Muniwara,Juwal; Mambe; Muniwara; Tumara; Tumaru,"Endangered (20 percent certain, based on the evidence available)",826,Torricelli; Marienberg Hills,NA,NA,NA,Papua New Guinea;,Pacific,"-3.79, 143.68",Endangered
4690,mnj,Munji,Munjani; Munjhan; Munjiwar;,"Threatened (20 percent certain, based on the evidence available)","3,770",Indo-European; Indo-Iranian; Iranian; Eastern Iranian,Central Munji; Southern Munji; Mamalgha Munji; Northern Munji;,NA,Munji is closely related to Yidgha; sometimes Munji-Yidgha is treated as one language ~Habib Borjian,Afghanistan;,Near East,"36.0379,70.6723",Threatened
4698,mpv,Munkip,Mungkip,"Severely Endangered (20 percent certain, based on the evidence available)",12,Trans-New Guinea; Finisterre-Huon,NA,NA,NA,Papua New Guinea;,Pacific,"-6.45366,146.7479",Severely Endangered
3423,umu,Munsee,Delaware; Ontario Delaware; Munsee Delaware; Canadian Delaware;,"Critically Endangered (80 percent certain, based on the evidence available)",few,Algic; Algonquian; Eastern Algonquian,Wappinger; Munsee;,"Munsee, originally the language of the lower Hudson River, including the New York City metropolitan area, is the heritage language of the Delaware First Nation, on the Moraviantown Reserve, near Thamesville, Ontario.",NA,USA;Canada;,North America,"40.8969,-76.3769; 42.57,-81.879",Critically Endangered
2274,mtf,Murik,Nor; Nor-Murik Lakes,"Threatened (80 percent certain, based on the evidence available)","<1,256",Lower Sepik-Ramu; Lower Sepik,NA,NA,NA,Papua New Guinea;,Pacific,"-3.83333333333, 144.25",Threatened
4613,mur,Murle,Murelei; Merule; Mourle; Murule; Beir; Ajibba; Agiba; Adkibba; Murele; Omo-Murle,"Vulnerable (20 percent certain, based on the evidence available)","60,200",Surmic; Southwest Surmic,Boma; Olam; Lotilla; Omo-Murle;,NA,NA,Ethiopia;South Sudan;,Africa,"6.5,33.5",Vulnerable
2551,mwf,Murrinh-patha,Garama; Garrama; Murrinh-Patha; Murinbada; Murinbata; Murinypata; Murinjpata; Murinjbada; Marri-wutha; Garramung; Murriny Patha; Karama; Karaman; Murinkura; Nagor; Nangu; Mariwada; Mariwuda; Murrinpatha;,"Threatened (80 percent certain, based on the evidence available)",NA,Southern Daly,Murrinh-kura; Murrinh-patha; Murrinh-rdiminin;,NA,NA,Australia;,Australia,"-14.64409151,129.7406449",Threatened
2679,muz,Mursi,Murzi; Murzu; Merdu; Meritu; Dama;,"Threatened (20 percent certain, based on the evidence available)","3,278",Surmic; Southeast Surmic,NA,NA,NA,Ethiopia;,Africa,"5.58333333333,36.0833333333",Threatened
1858,huu,Murui Huitoto,"Murui; Murui Witoto; Huitoto Murui; Bué; Bue; Murai; Witoto, Huitoto; Murui-Witoto;","Threatened (20 percent certain, based on the evidence available)","~3,000",Witotoan,Mica,NA,NA,Peru;Colombia;,South America,"-1.0,-73.5",Threatened
3133,zmu,Muruwari,Marawari; Muruwarri; Murawarri; Murawari; Murruwurri; Murra-warri; Muruworri; Muruwurri; Murueri; Moorawarree; Moorawarrie; Morowari; Murrawarri; Marraawarree; Murri;,"Critically Endangered (20 percent certain, based on the evidence available)",1,Pama-Nyungan; Muruwaric,NA,"Note on Australian languages with no known speakers: For some languages, we haven't been able to confirm speaker numbers. In other cases, there isn't anyone who has grown up speaking the language, but there are still people who identify with the language, and who are working to revitalize their languages. We've chosen to include these languages in the Catalogue for this reason.",NA,Australia;,Australia,"-28.94787072,146.6193904",Critically Endangered
5052,xma,Mushungulu,Kimushungulu; Mushunguli;,"Vulnerable (20 percent certain, based on the evidence available)","23,000",Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,NA,NA,NA,Somalia;,Africa,NA,Vulnerable
2007,mus,Muskogee,Creek; Northern Muskogean; Creek-Seminole; Maskoki Proper; Maskoke; Seminole;,"Severely Endangered (80 percent certain, based on the evidence available)","4,200",Muskogean,Seminole; Creek;,NA,NA,USA;,North America,"35.6319,-95.9616",Severely Endangered
3041,ttt,Muslim Tat,Tati; татский язык; თათური ენა; Թաթերեն; zuhun tati; зуун тати; Mussulman Tati; Tat;,"Severely Endangered (60 percent certain, based on the evidence available)","~5,000",Indo-European; Indo-Iranian; Iranian; Western Iranian,Aruskush-Daqqushchu; Lahyj; Balakhani; Devechi; Qyzyl Qazma; Qonaqkend; Absheron; Surakhani; Northern Tats; Malham; Quba;,NA,NA,Russia;Azerbaijan;Iran;,Caucasus;Europe;Near East;East Asia,"41.25,48.75",Severely Endangered
2276,msu,Musom,Misatik;,"Endangered (60 percent certain, based on the evidence available)",219,Austronesian; Malayo-Polynesian; Oceanic; North New Guinea,NA,NA,NA,Papua New Guinea;,Pacific,NA,Endangered
